"Source Title";"Scopus Source ID";"MCQ";"p_issn";"e_issn";"Top 10%";"10% - 35%";"35% - 60%";"60% - 80%";"Bottom 20%"
"Econometric Theory";28464;0,212121212121212;"02664666";"14694360";"NO Top 10%";"NO 10% - 35%";3;1;0
"Electronic Communications in Probability";26386;0,667425968109339;"1083589X";"1083589X";15;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Electronic Journal of Applied Statistical Analysis";21100216944;0,0153846153846153;"20705948";"20705948";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";8;0
"Electronic Journal of Probability";26398;1,16192170818505;"10836489";"10836489";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Electronic Journal of Statistics";19900192726;0,523809523809524;"19357524";"19357524";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Entropy";13715;0,179378531073446;"10994300";"10994300";"NO Top 10%";"NO 10% - 35%";4;1;0
"Ergodic Theory and Dynamical Systems";26438;0,972627737226277;"01433857";"14694417";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"European Journal of Applied Mathematics";26443;0,66497461928934;"09567925";"14694425";18;1;0;"NO 60% - 80%";"NO Bottom 20%"
"European Journal of Operational Research";22489;0,162587998659068;"03772217";0;"NO Top 10%";"NO 10% - 35%";4;1;0
"Evolution Equations and Control Theory";21100443321;0,839285714285714;"21632472";"21632480";5;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Finance and Stochastics";15495;1,5126582278481;"09492984";"14321122";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Foundations of Physics";27956;0,0569306930693069;"00159018";"15729516";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Fractional Calculus and Applied Analysis";19900193539;1,08684210526316;"13110454";"13142224";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Frontiers of Mathematics in China";4700152629;0,534606205250597;"16733452";"16733576";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Fundamenta Mathematicae";26527;0,637323943661972;"00162736";"17306329";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Fuzzy Optimization and Decision Making";24207;0,146551724137931;"15684539";"15732908";"NO Top 10%";"NO 10% - 35%";5;1;0
"Games";6000194782;0,11353711790393;"20734336";"20734336";"NO Top 10%";"NO 10% - 35%";11;2;0
"Games and Economic Behavior";14194;0,431164901664145;"08998256";"10902473";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Glasgow Mathematical Journal";26585;0,502164502164502;"00170895";"1469509X";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Hacettepe Journal of Mathematics and Statistics";19400157155;0,164075993091537;"13035010";"2651477X";"NO Top 10%";"NO 10% - 35%";4;1;0
"IAENG International Journal of Applied Mathematics";16800154715;0,0446096654275092;"19929978";"19929986";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"IMA Journal of Applied Mathematics";23146;0,532894736842105;"02724960";"14643634";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"IMA Journal of Management Mathematics";23148;0,125;"1471678X";"14716798";"NO Top 10%";"NO 10% - 35%";7;2;0
"INFOR";14363;0,0694444444444444;"03155986";"19160615";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Illinois Journal of Mathematics";23172;0,581632653061224;"00192082";0;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Indagationes Mathematicae";23176;0,575903614457831;"00193577";0;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Indian Journal of Mathematics";21100235837;0,125;"00195324";0;"NO Top 10%";"NO 10% - 35%";7;2;0
"Indian Journal of Pure and Applied Mathematics";23178;0,283464566929134;"00195588";"09757465";"NO Top 10%";11;2;0;"NO Bottom 20%"
"Infinite Dimensional Analysis, Quantum Probability and Related Topics";23197;0,465753424657534;"02190257";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Informatica";25461;0,064516129032258;"08684952";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Information Sciences";15134;0,225287356321839;"00200255";0;"NO Top 10%";"NO 10% - 35%";3;1;0
"Insurance: Mathematics and Economics";18111;0,688524590163934;"01676687";0;13;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Integral Equations and Operator Theory";23228;0,798969072164948;"0378620X";"14208989";6;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Integral Transforms and Special Functions";23229;0,492268041237113;"10652469";"14768291";"NO Top 10%";3;1;0;"NO Bottom 20%"
"International Game Theory Review";12753;0,0748299319727891;"02191989";"17936675";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Approximate Reasoning";24286;0,590625;"0888613X";"18734731";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"International Journal of Biomathematics";21100198432;0,198744769874477;"17935245";"17937159";"NO Top 10%";"NO 10% - 35%";3;1;0
"International Journal of Biostatistics";4000152132;0,087378640776699;"15574679";"15574679";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Fuzzy Systems";12358;0,0336391437308868;"15622479";"21993211";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"International Journal of Game Theory";23241;0,277992277992278;"00207276";"14321270";"NO Top 10%";22;2;0;"NO Bottom 20%"
"International Journal of Mathematics and Mathematical Sciences";130103;0,0837209302325581;"01611712";"16870425";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Modern Physics A";28073;0,0448222565687789;"0217751X";"1793656X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"International Journal of Modern Physics B";28075;0,072512647554806;"02179792";"17936578";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"International Journal of Modern Physics C";28077;0,0650154798761609;"01291831";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"International Journal of Modern Physics D";28074;0,11455525606469;"02182718";"17936594";"NO Top 10%";"NO 10% - 35%";10;2;0
"International Journal of Theoretical and Applied Finance";17334;0,259786476868327;"02190249";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Inventiones Mathematicae";23262;3,58953168044077;"00209910";"14321297";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Iranian Journal of Mathematical Sciences and Informatics";21100198728;0,116071428571429;"17354463";"20089473";"NO Top 10%";"NO 10% - 35%";10;2;0
"Italian Journal of Pure and Applied Mathematics";19900192426;0,075187969924812;"11268042";"22390227";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Journal des Mathematiques Pures et Appliquees";23795;2,21739130434783;"00217824";0;1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Analysis and Applications";19700182135;0,03125;"09725954";0;"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Journal of Applied Analysis";21100199308;0,247191011235955;"14256908";"18696082";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Applied Probability";23838;0,471615720524017;"00219002";0;"NO Top 10%";4;1;0;"NO Bottom 20%"
"Journal of Applied Statistics";12119;0,0377358490566037;"02664763";"13600532";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Journal of Biological Systems";29577;0,235294117647059;"02183390";"17936470";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Complexity";28500;1,03809523809524;"0885064X";"10902708";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Computational Science";19700174607;0,195238095238095;"18777503";0;"NO Top 10%";"NO 10% - 35%";3;1;0
"Journal of Computational and Applied Mathematics";23847;0,791520809023726;"03770427";0;7;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Computational and Graphical Statistics";23863;0,508379888268156;"10618600";"15372715";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Difference Equations and Applications";23872;0,504780114722753;"10236198";"15635120";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Differential Equations";23874;2,0937794533459;"00220396";"10902732";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Econometrics";28973;0,231372549019608;"03044076";"18726895";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Evolution Equations";23892;1,07539682539683;"14243199";"14243202";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Forecasting";20606;0,101167315175097;"02776693";"1099131X";"NO Top 10%";"NO 10% - 35%";25;2;0
"Journal of Fourier Analysis and Applications";23893;1,15384615384615;"10695869";"15315851";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Functional Analysis";23894;1,61382419233659;"00221236";"10960783";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Geometric Analysis";23896;0,996845425867508;"10506926";"1559002X";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Geometric Mechanics";21100215904;0,534653465346535;"19414889";"19414897";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Inequalities and Applications";61774;0,494590417310665;"10255834";"1029242X";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Intelligent and Fuzzy Systems";23917;0,0667634252539912;"10641246";"18758967";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Journal of Mathematical Analysis and Applications";23935;0,940980187695516;"0022247X";"10960813";4;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Biology";29610;0,853503184713376;"03036812";"14321416";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Imaging and Vision";28501;0,569553805774278;"09249907";"15737683";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Physics";28544;0,614452798663325;"00222488";"10897658";"NO Top 10%";1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Mathematical Sciences";130128;0,220894200973882;"10723374";"15738795";"NO Top 10%";"NO 10% - 35%";3;1;0
"Journal of Mathematics in Industry";21100201026;0,377777777777778;"21905983";"21905983";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Journal of Multivariate Analysis";23947;0,493081761006289;"0047259X";"10957243";"NO Top 10%";3;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Nonlinear Science";82360;1,16546762589928;"09388974";"14321467";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Nonparametric Statistics";12120;0,305418719211823;"10485252";"10290311";"NO Top 10%";9;1;0;"NO Bottom 20%"
"Journal of Operator Theory";23965;0,663793103448276;"03794024";"18417744";22;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Physics A: Mathematical and Theoretical";5700165208;0,278881778376558;"17518113";"17518121";"NO Top 10%";18;2;0;"NO Bottom 20%"
"Journal of Probability and Statistics";21100199307;0,0762711864406779;"1687952X";"16879538";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";3;0
"Journal of Scientific Computing";23490;1,65208940719145;"08857474";"15737691";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of Statistical Computation and Simulation";23559;0,0912476722532588;"00949655";"15635163";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Journal of Statistical Mechanics: Theory and Experiment";145274;0,120262390670554;"17425468";"17425468";"NO Top 10%";"NO 10% - 35%";8;2;0
"Journal of Statistical Physics";28574;0,588755020080321;"00224715";"15729613";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Statistical Planning and Inference";12136;0,338947368421053;"03783758";0;"NO Top 10%";6;1;0;"NO Bottom 20%"
"Journal of Statistical Theory and Practice";21100201965;0,052;"15598608";"15598616";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";5;0
"Journal of Theoretical Biology";29663;0,256212510711225;"00225193";"10958541";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of Theoretical Probability";23978;0,585915492957746;"08949840";"15729230";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of Time Series Analysis";12140;0,232142857142857;"01439782";"14679892";"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Journal of the American Statistical Association";12094;0,737349397590361;"01621459";"1537274X";9;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Journal of the European Mathematical Society";26447;2,28712871287129;"14359855";"14359863";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Korean Statistical Society";11300153404;0,139442231075697;"12263192";0;"NO Top 10%";"NO 10% - 35%";6;1;0
"Journal of the Royal Statistical Society. Series B: Statistical Methodology";13531;1,94117647058824;"13697412";"14679868";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Journal of the Royal Statistical Society. Series C: Applied Statistics";13533;0,108786610878661;"00359254";"14679876";"NO Top 10%";"NO 10% - 35%";13;2;0
"Kybernetika";24449;0,0938511326860841;"00235954";"1805949X";"NO Top 10%";"NO 10% - 35%";137;2;0
"Letters in Mathematical Physics";28663;0,840807174887892;"03779017";"15730530";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Lifetime Data Analysis";12782;0,128048780487805;"13807870";"15729249";"NO Top 10%";"NO 10% - 35%";6;1;0
"Lithuanian Mathematical Journal";24478;0,201030927835051;"03631672";"15738825";"NO Top 10%";"NO 10% - 35%";3;1;0
"Markov Processes and Related Fields";21100241760;0,343558282208589;"10242953";0;"NO Top 10%";6;1;0;"NO Bottom 20%"
"Mathematica Scandinavica";24552;0,545977011494253;"00255521";0;"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematica Slovaca";11900154311;0,267326732673267;"01399918";"13372211";"NO Top 10%";30;2;0;"NO Bottom 20%"
"Mathematical Biosciences";24562;0,390946502057613;"00255564";"18793134";"NO Top 10%";5;1;0;"NO Bottom 20%"
"Mathematical Biosciences and Engineering";5200152802;0,528301886792453;"15471063";"15510018";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Finance";18173;1,58282208588957;"09601627";"14679965";2;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Geosciences";12400154723;0,0886075949367088;"18748961";"18748953";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";2;0
"Mathematical Medicine and Biology";24578;0,32;"14778599";"14778602";"NO Top 10%";7;1;0;"NO Bottom 20%"
"Mathematical Methods in the Applied Sciences";24594;0,680052378873854;"01704214";"10991476";14;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Methods of Operations Research";21805;0,557894736842105;"14322994";"14325217";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematical Methods of Statistics";21100200410;0,204301075268817;"10665307";"19348045";"NO Top 10%";"NO 10% - 35%";3;1;0
"Mathematical Modelling and Analysis";100147323;0,304526748971193;"13926292";"16483510";"NO Top 10%";9;1;0;"NO Bottom 20%"
"Mathematical Modelling of Natural Phenomena";19900192596;0,446540880503145;"09735348";"17606101";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Mathematical Reports";21100262314;0,143646408839779;"15823067";"22853898";"NO Top 10%";"NO 10% - 35%";5;1;0
"Mathematical Social Sciences";25057;0,231003039513678;"01654896";0;"NO Top 10%";"NO 10% - 35%";2;0;"NO Bottom 20%"
"Mathematics and Financial Economics";8600153118;0,446428571428571;"18629679";"18629660";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Mathematics and Mechanics of Complex Systems";21100456856;0,451219512195122;"23267186";"23253444";"NO Top 10%";4;1;0;"NO Bottom 20%"
"Mathematics of Control, Signals, and Systems";19202;0,807339449541284;"09324194";"1435568X";6;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Mathematics of Operations Research";22140;1,12179487179487;"0364765X";"15265471";3;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Mediterranean Journal of Mathematics";145249;0,576288659793814;"16605446";"16605454";"NO Top 10%";2;0;"NO 60% - 80%";"NO Bottom 20%"
"Memoirs of the American Mathematical Society";24671;2,90963855421687;"00659266";"19476221";1;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Methodology and Computing in Applied Probability";144816;0,226114649681529;"13875841";"15737713";"NO Top 10%";"NO 10% - 35%";3;1;0
"Metrika";12837;0,213389121338912;"00261335";"1435926X";"NO Top 10%";"NO 10% - 35%";3;1;0
"Metron";12838;0,0578512396694214;"00261424";"2281695X";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";4;0
"Milan Journal of Mathematics";100147303;0,868421052631579;"14249286";"14249294";5;0;"NO 35% - 60%";"NO 60% - 80%";"NO Bottom 20%"
"Modern Physics Letters A";29052;0,0334672021419009;"02177323";"17936632";"NO Top 10%";"NO 10% - 35%";"NO 35% - 60%";6;0
"Modern Stochastics: Theory and Applications";21100898991;0,11965811965812;"23516046";"23516054";"NO Top 10%";"NO 10% - 35%";9;2;0
"Monatshefte fur Mathematik";25167;0,714524207011686;"00269255";"14365081";11;1;0;"NO 60% - 80%";"NO Bottom 20%"
"Monte Carlo Methods and Applications";21100199332;0,26605504587156;"09299629";"15693961";"NO Top 10%";53;2;0;"NO Bottom 20%"
